id,text,category
2965507,Дорожный знак СНОВА лежит на газоне.,Благоустройство
2965509,Установите пожалуйста лежачие полицейские во дворе дороги по Пр Народного Ополчения дом 1,Благоустройство
2965511,"Не могу согласиться с полученным ответом на проблему № 2965511. Продухи и подвальные окна, по всем экспертно-строительным документам - это одно и то же. В нашем доме продухи есть, так как в нем есть подвальные окна. А, значит, действие Постановления правительства РФ № 1498 на наш дом распространяется. Кроме того, в Постановлении правительства РФ № 1498 ничего не сказано о том, что оно не действует в домах с  вентиляцией. А наша вентиляция  плохо справляется с проветриванием подвала - там зимой тепло и влажно. Кроме того, с открытием продуха в подвал согласно большинство собственников нашего дома, в том числе с открытием продуха для возможного проживания в нем бездомных кошек - имеются собранные подписи. Почему наша власть - вопреки законодательству - поддерживает председателя, а не собственников?",Подвалы
2965516,"сорван отлив окна при де/монтаже рольставней.
необходимо восстановление.
см.соседнее окно с отливом.",Кровля
2965537,"Санкт-Петербург, ул. Школьная, 5. подъезд 1. Не работает уже месяц домофон. У всех жильцов. Сигнал от уличного домофона не доходит до аппаратов жильцов (невозможно открыть дверь нажатием кнопки из квартиры). Открывается только ключом. Неплотно прилегает входная  дверь к магниту. Постоянно слышен гул.",Содержание МКД
2965540,"В связи с закрытым подвалом, убедиться в его сухости нет возможности. Как он сушится без проветривание совсем не понятно! В парадной так же влажно и пахнет сыростью. А на последнем фото ""устраненной проблемы""  вообще вода стоит!!! Это что за ""бумажка"" предоставлена??? Где номер, где подпись начальника, где печать в конце концов??? Это документ по вашему??",Водоснабжение
2965548,на 7 этаже нет освещения. 3 парадная,Содержание МКД
2965554,Несанкционированные объявления,Благоустройство
2965557,поломанная песочница,Благоустройство
2965581,"Не работает светодиодное освещение пешеходного перехода через ж. д. Хотя светильники там установлены. 
Просьба восстановить освещение. 
Фото сделаны в темное время суток 23.10.2020 и подтверждают факт отсутствия освещения. 
Геолокация перехода 60.031506, 30.305906",Благоустройство
2965585,Реклама на столбе.,Благоустройство
2965591,"На парковке ЖК Суворов (напротив 5 парадной д. 5 к. 2 по Кушелевской дороге) лежит куча грунта, зарастающая травой.
Фотофиксация прилагается.",Благоустройство
2965604,Сломан забор.,Благоустройство
2965617,Надписи на окне.,Благоустройство
2965619,Надписи на стене.,Благоустройство
2965620,Надписи на окне.,Благоустройство
2965626,Реклама на будке.,Благоустройство
2965633,"В ходе проверки давления и показания прибора, наконец-то определились, спустя год, что причина отсутствия холодной воды в кране в ванной и на кухне не в засоре стояка. Мастеру Тихомировой М.А., присутствующей при осмотре, было показано как течёт у меня холодная вода из кранов. Скажите пожалуйста, как долго ко мне в квартиру будут ходить непрофессиональные сотрудники ЖЭКа и давать устные рекомендации. Я год прошу прислать ко мне сантехников, найти и устранить причину отсутствия холодной воды. Год моя семья моется горячей водой, а стиральная и посудомоечная машины не работают из-за отсутствия напора. Сначала сказали засор стояка, потом надо прочистить фильтры, ничего не сделали, ушли. Теперь засор в трубе, предложили сделать мне сначала отверстие в стене, так как им не удобно работать, а потом ещё раз вызвать сантехника. Это видимо для того, чтобы отложить проблему ещё на неопределённое время.  Проблема отсутствия воды в кране не решена.",Водоснабжение
2965636,Надписи на ларьке.,Благоустройство
2965638,Ветки на тротуаре.,Благоустройство
2965643,"1 парадная 17 этаж в лифт холле плохо производится уборка этажа, не убирается пыль с фриза
Требуется качестенная уборка",Содержание МКД
2965659,"З парадная. Не соблюдается уборка и обязательная обработка мест общего пользования, особенно в рамках норм против COVID-19.",Содержание МКД
2965660,"Мусор на газоне после незаконных торговцев по адресу ул. Караваевская улица, дом 24, корпус 1, литера А,",Благоустройство
2965664,1 парадная 17 этаж лифт холл требуется окрасить трубы ЦО,Центральное отопление
2965666,Граффити на гаражах.,Благоустройство
2965671,Свалка мусора за гаражами.,Благоустройство
2965672,Надписи на заборе.,Благоустройство
2965704,Неудовлетворительное состояние покрытия возле люка,Повреждения или неисправность элементов уличной инфраструктуры
2965705,Неудовлетворительное состояние покрытия возле люка,Повреждения или неисправность элементов уличной инфраструктуры
2965713,почините тренажер о,Благоустройство
2965717,"В подъезде №5 на всех этажах роятся стаи комаров. Комары проникают в квартиры. ЖКС в курсе, но с подвалом (оттуда и летят комары) ничего не делает. Пишем об этой проблеме на сайт ""Наш Санкт-Петербург"" уже на протяжении 2-х лет. Просим принять меры.",Санитарное состояние
2965728,очистите,Благоустройство
2965729,"Мусор на проезде валяется уже неделю и никто его не убирает
А также не убрана листва собранная в кучи",Благоустройство
2965732,"Летом у третьего подъезда по адресу Новоселов 29 провели""ремонт"" крыльца. Работы выполнены отвратительно, все неровно, во время дождя попадать в подъезд проблемно, так как образуется лужа перешагнуть которую трудно, а детям просто невозможно. Была направлена жалоба на портал ""Наш Санкт-Петербург"" , получен ответ от ГУЖА Невского района об установлении проблемы, но проблема не устранена. Во время дождя по прежнему попасть в подъезд сложно, из цемента торчат крупные камни за которые все запинаются, цемент весь в трещинах, есть даже следы работников.",Содержание МКД
2965754,"Возле урн на детской площадке, на газонах, в кустах постоянно лежит мусор. Очень плохо 
и редко убирают территорию.",Благоустройство
2965759,Листья на дороге.,Благоустройство
2965771,"Несанкционированное объявление на стене дома.

Согласно ст. 37_1 Закона Санкт-Петербурга от 12 мая 2010 года № 273-70 ""Об административных правонарушениях в Санкт-Петербурге"": ""Самовольное нанесение надписей и рисунков, вывешивание, установка и расклеивание объявлений ... в не установленных для этого местах влекут наложение административного штрафа на граждан в размере от трех тысяч до пяти тысяч рублей; на должностных лиц - от тридцати тысяч до пятидесяти тысяч рублей; на юридических лиц - от семидесяти тысяч до ста тысяч рублей"" (в редакции, введенной в действие с 19 мая 2019 года Законом Санкт-Петербурга от 7 мая 2019 года N 217-51).

Администрация Невского района и Комитет по вопросам законности, правопорядка и безопасности уполномочены привлекать нарушителей к административной ответственности (см. статьи 48 и 51 Закона СПб № 273-70).",Благоустройство
2965777,"Секция Q1, Тамбур на Лиговский проспект, 1 этаж. Лишняя табличка выход.",Содержание МКД
2965779,Прошу закрасить граффити,Благоустройство
2965780,"Секция Q1, Тамбур на Лиговский проспект, 1 этаж. Плитка на стене в углах запачкана затиркой.",Содержание МКД
2965786,"Секция Q1, Тамбур на Лиговский проспект, 1 этаж. Дверной проем около втрой входной двери (светлая дверь), не качественно выполнена затирка швов плитки.",Содержание МКД
2965793,На тротуаре наблюдается небольшая просадка люка (на фото внизу). Просьба привести в надлежащее состояние.,Повреждения или неисправность элементов уличной инфраструктуры
2965799,Необходимо убрать окурки из вазона.,Благоустройство
2965802,Прошу закрасить граффити,Благоустройство
2965803,"После дождя, спустя сутки лужа на своем месте. Пройти по асфальту не замочив  ноги не возможно, по газону грязными ноги будут до колена! Вода теперь стоит и в дренажных канавах! 
P.S. Дайте ответ сколько по ГОСТу должно быть трещин на асфальте, если он соответствует требованиям?!",Благоустройство
2965809,"4 подъезд, 1 этаж.
Кожухи на радиаторах отопления не соответствуют размеру радиаторов, что приводит к теплопотерям. Радиаторы ржавые, как и подводящие к ним трубы.",Центральное отопление
2965810,"Несанкционированные надписи на стенах дома.

Согласно ст. 37_1 Закона Санкт-Петербурга от 12 мая 2010 года № 273-70 ""Об административных правонарушениях в Санкт-Петербурге"": ""Самовольное нанесение надписей и рисунков, вывешивание, установка и расклеивание объявлений ... в не установленных для этого местах влекут наложение административного штрафа на граждан в размере от трех тысяч до пяти тысяч рублей; на должностных лиц - от тридцати тысяч до пятидесяти тысяч рублей; на юридических лиц - от семидесяти тысяч до ста тысяч рублей"" (в редакции, введенной в действие с 19 мая 2019 года Законом Санкт-Петербурга от 7 мая 2019 года N 217-51).

Администрация Невского района и Комитет по вопросам законности, правопорядка и безопасности уполномочены привлекать нарушителей к административной ответственности (см. статьи 48 и 51 Закона СПб № 273-70).",Благоустройство
2965811,"Несанкционированные надписи на стенах дома.

Согласно ст. 37_1 Закона Санкт-Петербурга от 12 мая 2010 года № 273-70 ""Об административных правонарушениях в Санкт-Петербурге"": ""Самовольное нанесение надписей и рисунков, вывешивание, установка и расклеивание объявлений ... в не установленных для этого местах влекут наложение административного штрафа на граждан в размере от трех тысяч до пяти тысяч рублей; на должностных лиц - от тридцати тысяч до пятидесяти тысяч рублей; на юридических лиц - от семидесяти тысяч до ста тысяч рублей"" (в редакции, введенной в действие с 19 мая 2019 года Законом Санкт-Петербурга от 7 мая 2019 года N 217-51).

Администрация Невского района и Комитет по вопросам законности, правопорядка и безопасности уполномочены привлекать нарушителей к административной ответственности (см. статьи 48 и 51 Закона СПб № 273-70).",Благоустройство
2965812,"4 подъезд, 2 этаж. 
Общий балкон пожарной лестницы. Сырость на стенах ,трещина, плесень в углу. 
Необходима герметизация стыка.",Фасад
2965816,"Несанкционированные объявления на лицевом фасаде.

Согласно ст. 37_1 Закона Санкт-Петербурга от 12 мая 2010 года № 273-70 ""Об административных правонарушениях в Санкт-Петербурге"": ""Самовольное нанесение надписей и рисунков, вывешивание, установка и расклеивание объявлений ... в не установленных для этого местах влекут наложение административного штрафа на граждан в размере от трех тысяч до пяти тысяч рублей; на должностных лиц - от тридцати тысяч до пятидесяти тысяч рублей; на юридических лиц - от семидесяти тысяч до ста тысяч рублей"" (в редакции, введенной в действие с 19 мая 2019 года Законом Санкт-Петербурга от 7 мая 2019 года N 217-51).

Администрация Невского района и Комитет по вопросам законности, правопорядка и безопасности уполномочены привлекать нарушителей к административной ответственности (см. статьи 48 и 51 Закона СПб № 273-70).",Благоустройство
2965820,Необходимо убрать мусор с газона.,Благоустройство
2965831,Самовольно установлена решётка на окне на лицевом фасаде. Прошу демонтировать.,Нарушение правил пользования общим имуществом
2965832,Самовольно установлена решётка на окне на лицевом фасаде. Прошу демонтировать.,Нарушение правил пользования общим имуществом
2965839,Самовольно установлена решётка на окне на лицевом фасаде. Прошу демонтировать.,Нарушение правил пользования общим имуществом
2965840,Самовольно установлена решётка на окне на лицевом фасаде. Прошу демонтировать.,Нарушение правил пользования общим имуществом
2965843,Самовольно установлена решётка на окне на лицевом фасаде. Прошу демонтировать.,Нарушение правил пользования общим имуществом
2965849,Самовольно установлена решётка на окне на лицевом фасаде. Прошу демонтировать.,Нарушение правил пользования общим имуществом
2965850,Самовольно установлена решётка на окне на лицевом фасаде. Прошу демонтировать.,Нарушение правил пользования общим имуществом
2965874,"Во время протапливания дома № 37 по улице Церковная, г. Пушкин СПБ - 21 сентября 2020 года  с 11:00 в подвальное помещение лилась горячая вода из инженерных сетей отопления. На аварийную заявку отреагировали только к 22:00.  Повторная попытка подключить отопление в указанном доме была 01.10.2020 в подвал снова полилась горячая вода. На следующий день 02.10.2020 выяснилось, что в подвале отсутствуют вентили на трубах отопления. В подвале сырость и влага. Из за повреждения системы отопления в подвале  услуги по отоплению квартир оказываются не качественно. Батареи отопления 
 прохладные,  на аварийную заявку № 472  диспетчер сообщил, что нет возможности подключить отопление из за повреждения системы отопления в подвале. А впереди ЗИМА.
Необходимо:
1. Привести в удовлетворительное состояние инженерные сети  отопления в подвале, и само подвальное помещение, устранив последствия, после залива подвала горячей водой. Принять меры, для недопущения повторения таких повреждений.",Центральное отопление
2965884,Заколочены подвальные окна,Подвалы
2965885,"Разрушено асфальтовое покрытие, яма.",Благоустройство
2965887,"3 парадная, 2 этаж тамбур черной лестницы. Разбит кафель над дверью тамбура.",Содержание МКД
2965890,"3 парадная, 2 этаж, тамбур черной лестницы. Надписи на стенах.",Содержание МКД
2965891,Необходимо устранить погашение на опоре освещения,Благоустройство
2965895,"10 июня 2020 года отвалился кусок стены на 6 этаже на доме,  (второй подъезд, со стороны двора). Из жилконторы в квартиру 87 пришёл представитель, проверил что в квартире не производится ремонт, в результате которого могло произойти разрушение. Убедился в том, что  часть стены отвалилась из-за бракованной плиты. Обещал сделать через месяц ремонт стены. На данный момент, 23 октября 2020 никакого ремонта не производилось. Звонок представителю жэка не дал никакого результата, сказали что на ремонт нет денег, нужно ждать очереди.",Фасад
2965902,"Прошу произвести покраску стен в парадной целиком, одним цветом без местечковых закраску, прошу сделать ухоженный внешний вид!",Содержание МКД
2965906,"Уже больше месяца нет крышки люка, во дворе дома, просто прикрыто ограждением",Повреждения или неисправность элементов уличной инфраструктуры
2965907,"Слабые крысы погибли, их приходится убирать жителям. А сильные только окрепли. Надо мероприятия проводить более тщательно и качественно!  После чего отчитаться где, на какой площади, и какими средствами проводились работы. Жители тоже своими силами травили крыс, возможно это наши результаты. Но крысы на сегодня остались, и это недопустимо!",Санитарное состояние
2965909,Из крана холодной воды льется кипяток.Труба холодной воды вся горячая.Выгнуло трубу.Соответственно в туалете из унитаза спускается кипяток.,Водоснабжение
2965919,незаконная решетка на фасаде,Нарушение правил пользования общим имуществом
2965921,незаконная решетка на фасаде,Нарушение правил пользования общим имуществом
2965926,"Домофон работает,но ключи теперь не подходят .
Дверь не открыть теми ключами которые имеются у жильцов",Содержание МКД
2965934,не работает освещение,Благоустройство
2965936,"С 14.10 не работает единственный лифт в парадной,  номер парадной 2 
создавала заявки в личном кабинете,  адрес некорректен, с 19.10 создавала заявки в телефонном режиме.Работы должны были произведены 22.10, вчера мне ответили что они переносятся на 30 .10,этаж 4, дом ;сталинка;, подождем",Содержание МКД
2965949,Решетка,Нарушение правил пользования общим имуществом
2965951,"Стены так и не мыли!!!! Наглость отвечающей компании удивляет!!!требуется вымыть стены в подъезде, за эту услугу мы платим. Хочется с ответами от управляющей компании обратиться в прокуратуру и привлечь к ответственности",Содержание МКД
2965965,"Очистить и окрасить ограждение, выровнять.",Содержание МКД
2965980,"простите, а какие еще вам доказательства нужны? выделила грязь на фото.",Содержание МКД
2966009,"с первой Парадный, при замене входной металлической двери, отвалился фрагмент штукатурки дверного проема, просьба устранить",Содержание МКД
2966025,Просьба убрать мусор. Спасибо,Благоустройство
2966032,"Прошу очистить сквер Гагарина 21, 25,27 от мусора и листвы.",Благоустройство
2966043,"объявление на водосточных трубах
карта ставит отличающийся от адресной таблички адрес",Благоустройство
2966044,граффити на рекламной конструкции,Состояние рекламных или информационных конструкций
2966054,погнута водосточная труба,Кровля
2966058,"По адресу шлиссельбургский 45 сделали детскую и спортивную площадку для детей разных возрастов. На 1ой из детских площадках для маленьких детей не сделали резиновое покрытие. Но это именно та площадка, где оно не обходимо. Дети постоянно грязные и мокрые. Гравий уже лежит в виде камней на поверхности. Мы живём в СПб и у нас по большей части дождь и слякоть. Убедительная просьба посодействовать, чтобы на площадках сделали покрытие.",Благоустройство
2966059,граффити на стене,Благоустройство
2966062,граффити на вагончике,Благоустройство
2966076,Объявления на знаке дорожном,Благоустройство
2966090,"Окно и крышка тамбура в толстом слое пыли и паутине. А через стекло уже почти не проникает солнечный свет (конкретно это стекло не мыли несколько лет). Прошу протереть от слоя пыли крышку тамбура, снять паутину и вымыть окно над дверью. 
(Для этой работы понадобится лестница.)",Содержание МКД
2966100,рекламная конструкция,Незаконная информационная и (или) рекламная конструкция
2966104,Роллет,Нарушение правил пользования общим имуществом
2966106,Роллет,Нарушение правил пользования общим имуществом
2966107,"Плесневеет фасад,растут деревья.",Фасад
2966109,Надписи,Благоустройство
2966110,объявления на знаке,Благоустройство
2966114,"Реклама, после снятия поставлена обратно((",Незаконная информационная и (или) рекламная конструкция
2966119,Реклама на газоне у входа в метро (,Незаконная информационная и (или) рекламная конструкция
2966120,"прошу установить забор или иные ограждения для того, что бы автомобили не парковались и не ездили по газону. (ремонт детской площадки и прилегающей и территории был сделан не более месяца назад )",Благоустройство
2966143,Надломленная часть дерева,Благоустройство
2966145,"Глубокие ямы, отсутствие асфальта по всей улице Зубарева",Благоустройство
2966148,"Из за отсутствия дренажной системы и мелиорации напротив дома 9Б на Боровой в посёлке Солнечное постоянно образовывается огромная лужа.
По данной улице осуществляется не только проход к пляжу но и проход в детский санаторий Солнечное.
Родители с маленькими детьми вынуждены перелезать через ограждение и идти по газонам в санаторий.",Благоустройство
2966150,Хранение вещей на лестничной площадке жильцом квартиры №9,Содержание МКД
2966152,"В подъезде убирают раз в месяц,а график отмечают каждый день",Содержание МКД
2966156,"у дома Звречная 45 к2 стр1 лужи на дорожке,не проехать,не пройти.",Благоустройство
2966157,Прошу убрать посторонние надписи!,Благоустройство
2966162,"На фотографии подъезды не нашего дома. Кроме этого жалоба касалась входной зоны подъездов (с улицы, о чем было указано в жалобе). Также в настоящее время освещение у входа в подъезд N 5 и 6 отсутствует. Вечером также темно подходить к подъездам. Фотографии сделаны с учётом режима ночной съёмки (иначе совсем темно). Также открыты элементы, от которых идут включатели света (до ремонта так не было). Прошу разобраться и сделать так, чтобы в вечернее и ночное время свет горел.",Содержание МКД
2966171,"кусты/деревья свисают,не пройти.",Благоустройство
2966186,"проблема с деформацией асфальтного покрытия под остановочным павильоном и рядом длится уже не первый год и на протяжении этих лет граждане испытывают неудобства, ожидая общественный транспорт с мокрыми ногами или поливаемые дождём и снегом из-за невозможности встать под крышу павильона.
не надо менять категорию этой задачи на ""лужи"", так как категория про ""лужи"" не решает причину их образования, а просто тратит наши деньги из бюджета на бессмысленное сметание воды в сторону, что устраняет неудобства лишь на время.
поэтому необходимо устранить саму причину, а это деформация асфальтного покрытия, нарушение его проектного уклона и плоскости.
требуется переасфальтировать остановочную площадку от газона до бордюрного камня проезжей части, чтобы не образовывать швов, чтобы не создавать проблем с покрытием в будущем.",Благоустройство
2966212,Конструкции препятствующие парковке,Благоустройство
2966214,"Необходимо произвести ремонт покрытия, постоянно здесь лужа.",Благоустройство
2966230,"Одни ямы во дворе, обследовать территорию и внести в программу на 2021 год.",Благоустройство
2966235,"Необходима герметизация фасада, т.к из щелей в квартиру поступает вода и на стене и оконных стыках образуется плесень на стене и обоях. 6 парадная, 10 этаж,  кв.",Фасад
2966253,Просим заменить сетки на детской баскетбольной площадке.,Благоустройство
2966254,незаконная решетка на фасаде,Нарушение правил пользования общим имуществом
2966255,Требуется замена водосточной системы,Кровля
2966258,Мусор с листвой,Благоустройство
2966271,починить фонарь,Благоустройство
2966285,"сколы на фасаде, нет штукатурки и покраски",Фасад
2966311,граффити на щитке,Благоустройство
2966314,граффити на стене,Благоустройство
2966318,граффити на ролетах и стенах,Благоустройство
2966321,"Прошу сделать ручку дверную, все сломано. Ручка должна иметь такой же вид, как и другие, в соответствии с общим дизайном МОПов. Поставить такую ручку как на втором фото, которые стоят в доме.",Содержание МКД
2966326,грязный пол на первом этаже.,Содержание МКД
2966336,граффити в подземном переходе,Благоустройство
2966338,"двери лифта обклеены рекламой на 1 и 7 этажах, в самом лифте грязный плафон. прошу очистить лифт",Содержание МКД
2966346,Мусор.,Благоустройство
2966356,объявления на опоре освещения,Благоустройство
2966368,Надписи,Благоустройство
2966377,Помыты первые два этажа. Остальные остались в прежнем грязном состоянии!,Содержание МКД
2966378,крупный мусор у заброшенных гаражей. прошу убрать,Благоустройство
2966382,Надписи,Благоустройство
2966383,все время забит сток. Коллонтай д 47.к3,Благоустройство
2966385,прошу закрыть люк,Повреждения или неисправность элементов уличной инфраструктуры
2966391,"Грязь как была, так и осталась. На стенах грязевые подтеки и разводы. Грязи в углах и на плинтусах. Мусоропровод и камеры мусороприемники грязные с внешней стороны. Стены лифта не вымыты, как и углы",Содержание МКД
2966402,мусор с торца дома возле 4 парадной,Благоустройство
2966408,"Неудовлетворительное состояние асфальтового покрытия. Трещины, ямы.
Летом 2020 был произведен ремонт не по всей площади, сэкономили асфальт. Прошу заменить оставшуюся нетронутой часть.",Благоустройство
2966414,Мусор,Благоустройство
2966415,прошу убрать мусор,Благоустройство
2966418,Прошу убрать мусор,Благоустройство
2966419,Прошу убрать мусор,Благоустройство
2966424,"дерево создает угрозу падением на 5 участке, возле могил  Павлова, Петелиной, Капустиной, Макарова, терр-степанова",Благоустройство
2966428,Прошу убрать мусор,Благоустройство
2966444,На 8 этаже в парадной кабель канал внизу отсутсвует,Содержание МКД
2966453,Несанкционированная рекламная консоль аптеки на фасаде жилого дома.,Незаконная информационная и (или) рекламная конструкция
2966460,Очистить,Благоустройство
2966461,"В 4 парадной, в лифте, незаконно установлены рекламные конструкции, просьба удалить.",Нарушение порядка пользования общим имуществом
2966467,Не убирается листва,Благоустройство
2966468,объявления на опоре освещения,Благоустройство
2966485,объявления на ящике,Благоустройство
2966497,бесхозный стенд,Благоустройство
2966499,Провисающие провода в парадной,Содержание МКД
2966502,Ржавые металлические конструкции навеса приямка со стороны ул. Гражданской,Благоустройство
2966503,Реклама в парадной,Содержание МКД
2966506,Сломано оборудование на детской площадке. Надписи на горке. Прошу привести в порядок.,Благоустройство
2966511,прошу убрать ВСЕ граффити на игровом комплексе,Благоустройство
2966512,Отмостки вокруг дома зароси травой.  Фотофиксация со стороны 1-го Путейского переулка.,Фасад
2966542,Прошу заменить сломанный бордюр и отремонтировать асфальтовое покрытие тротуара и часть примыкающей дороги.,Благоустройство
2966555,Ямы на тратуаре,Благоустройство
2966556,"Несанкционированные надписи / объявления на технических средствах организации дорожного движения (светофоры, дорожные знаки)",Благоустройство
2966557,Несанкционированные надписи на дорожных знаках.,Благоустройство
2966571,Просьба проверить рекламу стенд выставленный,Незаконная информационная и (или) рекламная конструкция
2966580,Отсутствуют оба сиденья качели,Благоустройство
2966591,Граффити на рекламе,Состояние рекламных или информационных конструкций
2966617,"Уже около двух месяцев не работает большой лифт, УК не может дать никакой вразумительной информации о сроках ремонта, кроме как, что сломанная деталь в Москве на ремонте. В доме 25 этажей и 200 квартир в одной парадной, оставшиеся два лифта не справляются, один из лифтов очень маленький, с детской коляской не вместиться, а пешком спуститься не представляется возможным, приходится ждать грузового лифта по 10-15 минут, это ненормально. Прошу посодействовать в скорейшем ремонте лифта. Учительская 18, корпус 1, первая парадная.",Содержание МКД
2966625,Мусор,Благоустройство
2966634,Листья мусор,Благоустройство
2966640,Мусор из колясочной у подъезда 9 лежит уже несколько недель,Благоустройство
2966652,Требуется покрасить скамейку,Благоустройство
2966653,"Формальный ответ, фото сделано на другом этаже и  не отражает  реальное состояние  стен и пола 5,6,7 этажа 8 подъезда . Грязные, черные, стены, потрескавшаяся краска.",Содержание МКД
